1 00 100 1000 01000 111001 0010100 00000110 111101011 0101101000 11110010010 011101000100 1101011100100 10001101000010 100100111001110 1100100001111001 00011000011001010 011001011101100000 0100011000110010010 11110111100001100101 110010010000001011101 0110000100001010001101 10010101000000001100000 000011000101100111110000 1100100011011111010010001 11110111001110111110101110 110011000111011101001000100 1011111100101100110000111100 11000011110011111011110110110 010101011011001011011000111110 1000011001100001100000001001011 11000110010000010001010101001010 001001111101111001101100000000000 0100010100100100111111000000001100 11010110110010010000000111111000110 010100000111110000101001101111000001 1111000101011100001000111000110001110 11100001010001111101100000111010001100 010001101000000101010101000011101111100 1101001100110000100110000010011000010001 01101101010000010000110011001011010101100 101000101101111001101011001010101110111000 1100100011001100110110011001001100010000001 00101111011010011001001011110000000001000010 000001100111010000110111111111111111100001011 1101000101011100100101101001010001010011111010 00000000001010100101011100011110101111100000010 011011010101101010011101100000100100100001010100 0100010001001000110000101111011011110010011001011 10000100001001100001011100111100110110000000000000 000110010101110010101001010010101001001000000100111 1000100110110010100100101010101000001101100011000000 
1 01 001 1101 10001 000111 0001001 01101000 101001101 1101110010 00001011101 011001010100 0100110010100 10101101110000 010100010111101 1010111011010111 00111110001011000 110010000011000100 0001100001001110010 11001110111001000000 001000110001011111001 0101001110010110110000 11011000100010110000000 111000111000101110000010 1011001101100010100000010 00101100000011000100001000 010011100011100101000000100 1001101010010000001010011111 11100101000011111000000100010 100010010011001001100011101111 1100101000111111010110110100011 00110000001000000011100011100000 011000111000000000111010000010101 1110011011010010101000001110010011 01010110111111011000000010100110111 000010001111011111111110011110100110 0010111001111010110101010111100000011 01101011001101011111011000001001010010 000100100010010110111001100010101010000 0110111100011111100111010111000011011001 10000101010011000101101111010000100010010 000001100111110111100111001100101000101110 0000001110100000011000011101101001100010010 00111010000001000001100101000100111100010100 100010110101111011010010101010011111010101001 0111011100100000100101100001010011110011011001 10011011101101111100011100100110110100111111110 001101011111100110010101101110011111001101001111 0110100111110100110101011101011100001011010100000 10011110011110111011111100000000001100100101000000 101101011100100001101110110001110101110100100000101 0100010111000110110101011101101110010110011110001001 
1 01 001 1101 10001 000111 0001001 01101000 101001101 1101110010 00001011101 011001010100 0110110010100 10101101110000 010100010111101 1010111011010111 00111110001011000 110010000011000100 0001100001001110010 11001110111001000000 001000110001011111001 0101001110010110110000 11011000100010110000000 111000111000101110000010 1011001101100010100000010 00101100000011000100001000 010011100011100101000000100 1001101010010000001010011111 11100101000011111000001100010 100010010011001001100011101111 1100101000111111010110110000011 00110000001000000011100011100000 011010111000000000111010100010101 1110011011010110101000001110010011 01010110111111010000000010100110111 001010001111011111111110011100100110 0010111001111010110101010110100000011 01101011001101011111011000001001010010 000100101010010110111001100010101010000 0110111100011111100111010110000011011001 10000101010011000101101111010000100110010 000001100111110111100111001100101000101110 0000001110100000011000011101101011100010010 00111010000001000001100101000100111100010100 100010110101111011010010101010001111010101001 0111010100100000100101100001010011110011011001 10111011101101111100011100100110110100110111110 000101011111100100010111101110011111001101001111 0110100111110100110101011101111110001011010100000 10011110011110111011111100000001001100000000000000 000110010101110010101001010010101001001000000100111 1000100110110000100100101010101000001101100011000000 
1 01 001 1101 10111 000111 0001001 01101000 101001101 1101110010 00001111101 011001010100 0100110000100 10101101110000 010100011111101 1010110011010111 00111110001011000 110010000011000100 0001101001001110010 11001110111001000000 101010110001011111001 0101001111000110110000 11001000100000010000000 111000111000101110000010 1011101101100010100001010 00101100000011010100001000 010010100011101100000001100 1001101011010000001010011111 11100100000011111000000100010 100010010011001010110011000100 1001101111111001111001000000000 01001001000010010100100111010110 000110011100100001011011111100111 1010011000101010100011111100101000 00100100111110010100011000100101010 000001100010001011011100011111000011 1001101101111111101011000000101101011 00111000010100011110010001011001000000 100101101001110010000101101010111000000 1110101100001101110101001000100100010000 01010000000001100001001011011111100111000 101011010101010001010111100110000110000110 1000011111110010110110010101010110110100001 01100010111100110011101111111111110000001100 111000111101000011001001101000111000111010000 0100010110111100000011010110100011110000010000 00101011001011011100010110001000010101111000000 010001010110000001011010101100001111011010011010 0100011101001001010010100100000000111100010100000 00111000111110101110011011010000110010001010100001 001001011100000011111010011100111010001001011101010 1100001010100100000111011101011100010010011110011111 
0 00 110 1000 11011 001000 1001001 01001011 010100100 0001011010 11111001100 010101010001 0101101011101 11000100110111 100000110000000 1010010010101100 00101101110001100 100101101000110010 0110111011101100111 11010010001111110100 101001100101001111011 0001000100100101000000 01011001001011100100111 011110100010011101010000 0111010001000100001101000 11001001101101001101101000 101010100001000111100111001 0000001110100111111101101001 10110101111001101011110001010 000111011111011001111010000001 1011010011111010101010100101110 01110101101111101111000001101100 010000000011001001111111100101100 1000001010111001110010001111000100 10011110110110001000110101010110110 111011111111010101001111000110011000 0011100000110111111111001010101110100 00000000111111010100001100101111101000 101010101100010001110010101011111100100 0111111101111010011100000001001010111010 00011110101101010001000101111011101000010 110011011011010000011101110011101001001100 1101001110001101010110101000000000100010001 11100001011011010010001110101100110011001101 110011011111101111010001100111001000000100000 1001100000111000110100101111011010110010001100 11100001000000110100000011010011000110110010010 110001111110100101010000100100001010100111000100 1100001111101110111111011011001111001001100100011 01101001111001001100010111000101010011101111100010 000111111101001100001100001111010011011111111111000 1000111011101111111000111111100000110110011100001001 
1 11 000 0101 00110 100010 0001011 00010101 000000101 0110000100 00011110100 000011001110 0100011101100 11110001000001 001111010111101 1010011001000100 00110111001111000 000100000001110101 0100011010010010000 10101011000011111010 111111101011000111101 1011011100000100111101 10100110010000010000000 011011001001000101000101 1111010101001101111010001 01100110111011001101111101 000110000011011100011011101 1011000000011001110101010111 10000111111010000011001001001 001001000111011110100110101000 1110100100100011110110110100000 11010011010110110011000110110000 000111101111001010011110010111001 0011010110001110011100001100010011 11101110100110101000100101110111110 000000101011101000110110011001110000 1001010011110111000110100111100000000 11101101001110001101010001101111000011 010011011010001111011110001001100000110 1101110000011101111101111001010100011100 01110101100110001100010000111101110111010 001011010000111111111101110100111111000000 1011010111111111001101000100101010111001000 11011110111110111111001001000000010011000010 011011101011110100100001111000100110001110011 0011101100000010110010100011100010101010111010 10001001111001111111111001101111010111011100010 110001011110101111100010111111100110000010001000 1111111011110111011110000101011011111001101100100 01010111100101010101010111010001011111011101110010 110001001100001100011101110010001100000000011110101 0111011000101111000111111100011001010100001111100000 
1 01 110 0001 10100 011000 0101101 10100111 001111100 1000110001 10101000010 110000110101 1001000000001 01100000110100 000010011111011 0010101110101111 00010101010010000 000111000100011000 0000000010101000111 11001011000011110011 100111011100111001001 1101100111000101111101 10011010000011000001100 110010110001011010000100 1000111111111100011001000 00011110011111111111001000 111101101000011010100101011 1101001011100111111101001000 10101010101000111110000100000 110010100110010101111001000000 0100010000000101000011100110000 00011101101100010010011001101001 010111000111011010001010001001011 1011111100100110000110100111001000 01100010001110010111100011001110100 111100110010100011010010101010011101 0011101000110110001110110000100100111 01001011001100100001001100001010010111 010011101101001101011111111010101100000 1001101000111001101101110111011101111000 10011101000111111000100001110100100000001 111101101101101100101100000000011101110111 1110010111100111111000100010110111110000000 11101101100100000001000001110101000000000000 011111011010011111111001000101101100100100110 1000010001110111101110001010010001100100001101 01001111111111110101100000100001001101111000000 011101000110001011110011001110110101100101010100 1000011010110000011100000101000100111011000000101 00100111100111010100001010000101110111011101010010 111100100111101100011111011100010101111001110000001 0011110010100100011101011100010110110010111011110011 
1 00 000 1010 00111 001000 0001101 01010000 011100100 1111000010 00101111101 001010000000 0011111000110 00000010000101 100011101101110 1110101010000111 00100100100100010 001000101010110000 0000101010001001110 01111101001001001001 110010110011011110000 1001001001100011001100 01010000000000110000011 100011001111110101100111 1100011001010010111010001 11001001001001110101000100 000101000101010000110100010 0111100111101010010110100000 00101011101101001001010010000 010000010101011110000011011001 0100000001000110111111111011001 11101101001010110001010111100100 010001111110101010101110100110100 0000111010000100101001100101101010 00010001101110001010101010100110101 101110000010010001100010101010111010 0101010101000110110111111000100000010 01101000001010001010001100111101110000 010100000110000010100000000001011010100 0110100011010100010100000000101011011110 01001010010001011000000100111001001100000 111111001110100010111110110000001101101111 1110101000010000100100000000001000000000000 11111101011010011111010011010010101101101111 010101110101111011000100010101111010101011010 0011111001010000111001001001100111111000010000 10011111000110110000111010110001111111000000111 100100001111010100111001110100111000110000001001 1100100011101010111001101110001001100100000101010 10011000011100001111000010001111100110110010000100 100101100011010001000101101110001010001010000000000 0011011000101111000111110100011001010100000111100000 
1 01 101 1101 10001 000111 0001001 11101000 101001101 1101110010 00001011101 011001010100 0100110010100 10101101110000 010100010111100 1010111011000111 00111110001011000 110010000011001100 0001100001001110010 11001110111001000000 001000010001011111001 0101001110000110110000 11011000100010110000000 111000111000101110000010 1011001101100010100000010 00101110000010001100001000 010011100011100101000000100 1001101010010000001010010111 11001101000011111000000100010 100010010011001001100011101111 1100101000111111010110110100011 00110000001000000011100011100000 011000111000000000111010000010101 1110011011010010101000001110010011 01010110111111011000000010100110111 000010001111011111111110011110100110 0010111001111010110101010111100000011 01101010001101011111011000001001010010 000100100010010110111001100010101010000 0110111100011111100111010111000011011001 10000101010011000101001111010000100010010 000001100111110111100111001100101001101110 0000001110100001011000011101101001100010010 00111010100001000001100101000100111100010000 100000110101111011010010101010011110010101001 0111011100100000100101100001010011110011011001 10011011101101111110011110100110110100111111110 011101011110100110010101101110011111001101001111 0110100111110100110101011101011100001011010100000 10011110011110111011111100001000110011111011011001 010001110100000000110001100100010101111100000101010 1101011000001111100010010101111101011001001001001000 
1 01 001 1101 10001 000111 0001001 01101000 101001101 1101110010 00001011101 011001010000 0110111010100 10101001110000 010001010111101 1010111011010111 00111110101011000 110010000001000100 0001100001001110010 11001110111001000000 001000110001011111001 0101001110010110110000 11011000101010110000000 111000111000101110000010 1011001101100010100000010 00101100000011000000001000 010011100011100101000000100 1001101010010000001010011111 11100101000011111000001100010 100010010011001001100011101111 1100100000111111010100110000011 00110001001000000011100011100000 011010111000000000111010100010101 1110011011010110101000001110010011 01010110111111010000000010100110111 001010001111111111111110011110100110 0110111001111010110101011110100000011 01101011001101011111011000011001010010 000100111010110110111001100010101010000 0110111000011111100111010110000011011001 10000101010011000101101111010000100110010 000001100111110111100111001100101000101110 0000001110100100011000011101101011100010110 00111010100001000001100101000100111100010100 100010110101111011010010101010001111010101001 0111010100100000100101100001010011110000010000 00111011001011011100010100001000010101111000000 010001011110000001011010101100001111011010011010 0100011101001001010010100100000000111100010100000 00111000111110101110011011010000110010001010100001 001001011100000011111010011100111010001001011101010 1100001010100100000111011101011100010000011110011111 
1 01 001 1101 10111 000111 0001001 01101000 101001101 1101110010 00001111101 011001010100 0100111000100 10101101110000 010100011111101 1010110011110111 00111110001111000 100010100011000100 0001101001001110010 11001110111001000000 101110110011011111001 0101001111000110110000 11001000100000010000000 111000111000101110000010 1011101101100010100001010 00101100000011010100001000 010010100011101100000001100 1001100011010000001010011111 11100100000011111000000100010 100010010011001010110011000100 1001101111111001111001000000000 01011001000010010100100110010110 001110011100100001011011111100111 1010011000101010100011111100101000 00000100111110010100011000000101010 000001100000001011011100011111000011 1001101101111111101011000000101101011 00111000010100011110010001011001000000 100101001001110010000101101010111000000 1110101100001101110101001000100100010000 01010000000001100001001011011111100111000 101011000101010001010111100110000110000110 1000011111110010110110010101010110110100001 01101010111100110011101111111111110000001100 111000111101000011001001101000111000111010000 0100010110111100000011010110110011110011011001 10111011101101111100011100100110110101110111110 000101011111101100110111101110011111000101001110 0110100111110100110101011101111110001011010100000 10011110011010111011111110000001001100000000000000 000110010101110010101001010000101001001000000000111 1000100110110000000100101011101000001101100011000000 
1 01 010 1000 01010 011001 1110001 10011000 110000101 0010011101 10010111110 100000011010 1110100010000 01000001001111 010000000000000 0011011000110001 10111101001010100 001101110010010010 1110101110000010111 10101100000000011010 011101110100101011011 0110110111110000110001 01110111110101010101101 001010001000001010000101 0101000111000010100010000 00010001000001111100001110 001001000000110101000111110 1000001100001111001001001100 11101100110110010110011110011 000011111101001110100101011000 0010101000100010000010101010010 01100010000101000010010110110111 000111000110110101000000010110111 0001110000010001100000010110111010 00010011001010010110100001000101010 111010101011000110110001000100101100 0101011101011111000011001101101110010 01001100110001100000000010010110001000 000001011100110100110010100110010100000 1110100101010010000101110100100001100110 00010110101101100001100000000110100101101 001001100110101100011110110011011000101101 1111111000000101010000101001011010100010000 00101110110010010010111101000011010110111100 000100010000000110011001000100101000111110101 1000100001000101011001000101100000010100100001 11101110000111100101010101000101101100100001011 111010100000000010011100001101101110001001100011 1000111000001000100011011111000000000000110001100 01111000100010000110000000100010011110101011000001 110101000100100000010110010010111001011010101010101 1011001100100000111010111000000000000000010110000001 
1 01 110 0001 10100 011000 0101101 10100111 001111100 1000110001 10101010000 000011001110 0100011101100 11110001000000 001111010111101 1010011001000100 00110111001111000 000100000001110101 0100011010010010000 10101011000011111010 111111101011000111101 1011011100000100111101 00100110010000010000000 011011001001000101000101 1111010101001101111010001 01100110111011001101111101 000110000011011100011011101 1011000000011001110101010111 10000111111010000011101001001 001001000111011110100110101000 1110101100100011110110110100000 11010011010110110001000110110000 000111101111001010011110010111001 0011010110001110011100001100010011 11101110100110101000100101110111110 000000101011101000110110011001110000 1001010011110111000110100111100000000 10101101001110001101010001101111000001 010011011010001111010110001001100000110 1101110000011101111101111001010110011100 00110101100110001100010000111101110111010 001011010000111111111101110110111111000000 1011010111111111001101000100101010111001000 11011110111110111111001001000000110011000010 011011111011110100100001111000100110001110011 0011101000000010110010100011100010101010111010 10001001111001111111111001101111010111011100010 110001011110101111100010111111100110000010001000 1111111011110111011110000001011011111001101100100 01010111100101010101010111010001011111011101110010 110001001100001100011101110010000100000000001110101 0111011000101111000111111100011011010100001011100000 
