1 01 011 0110 10111 001111 0101000 01001100 100110111 0101101000 10111010000 101001100110 1111011000110 00110011001010 010010000111010 0011111010101001 11011001111000000 011111101000111000 0101000010010100010 10100110110010101011 100010110110001000110 0100001001000110100010 10011110100100010000001 100011111010001100111110 0010001100000110110100001 11010110000000010001011000 001011010011000110001010001 1110000001100000110000110111 11001010101110110000001000100 110110101110110110000100000001 1010100000100101000100110111001 00000111000000010101100101111110 111001010001000101000000001110001 1111101001100111110110101011000010 01100110010010001001110000110101010 000000111010001110011011111010000000 0100110000010001110011100000010000000 00010000100100011110100000000011000100 101101100011010011100100011001000011110 1000011110101110001000001010100100001100 11111010110101011000000101011110100000111 111011110100011001010000100011010110010110 1100110100111001101111000010111110001100100 10011001001111001100110000100101110111010000 011101010011010010100101011010101001010110110 1110011011010111101110010011000000010100001111 10111111011000100101101010010100001010000010000 111001100001000011111111000110010101110110101111 0101011100010001101000000111100110111011001110001 01010110100011101111001000001101010011001001100000 011101100110110001111101101110101111111101001011110 1011011110010111000110001110111010011110100111100010 01010111101101111110000011001001000001111000011000000 001100011010010000110101111010001100001000000101011011 1101001111001101010001001110111011101001111111000001010 
0 11 010 0100 00101 100001 0011001 00100000 001011011 1010101100 11001000010 111000000110 0111000110010 11001100110010 010100010010000 1111110101111010 01101101001010110 001000001000111100 1100010101010000000 00001001001011110101 110101101010001011100 0001110100100111000000 10110000000011100010101 101000010001101110011001 1010010110100011101100011 10011110110101101100000000 000011111111101111111010000 0100100100010101000111010010 10001010011011010111000110000 010101001011100101010111001011 0101100101010001101010110001000 01110001110101111110110000011100 011001000111101101110000101011101 0110000001001011010110001011001111 10111010101010000101110100011110100 000101000001100111011010100001101100 1000010011000111100011001010011011001 00100111000101100100010111000110010110 111111111111010010010001100100001001100 0110110011010111111111010001001001000010 10000001110001011110000010011010110110110 001111101011010100000010001000100000010010 1110010001011101110011101101001100000000101 11101100001011001110100011101001111010110110 100000001011000110011010001101111110010001110 1110010100100011100011110111001111111101011001 00000010000110010101100110011000010101000000000 000000110010100011011001111001011110110110101001 1111101000011110110110011001011011011111010011110 11010110011110000100001010110101000100101110111110 101001011011101111001010111001110111000001110011010 0101010111101100000100111111101000100110001001001010 11011110101111011010000000011011111010001010000001000 010010110110111000011010111110101110101001000001110100 1100011100010011011010001000100001101000111111101100011 
0 10 011 0011 01001 011000 0111101 01000110 011100100 0111001100 11011000001 010011101000 1000000101000 10101001011101 011101100010100 0001110100010101 01000011111110101 101001001110000101 1101010110100010110 11000000100001101011 001111011011000000000 0011000001110000011001 00101110010111111101000 111100100010000110010001 0100011001111111010001001 01110100110010101010001110 110010001011000110110011101 0110011111110111001010000100 11010110010110111000001101001 010100010101101110110101010100 0101111001011000100001001011010 00111100111000111110111100100000 011111100110101000101110000000011 0110100001111111100111111001000001 01100001111000011000000100011011110 110000101010000000111111001000001000 1000100100011001110100000001001010000 11010000111111110000101100101010000100 100100101001100010000000110111001001010 1110111001101101011110111110010111010000 10000111101110100010111111110100010000000 100111010001110000101110101101011111000100 1110010100111011000001000100010000001101010 11001000001110100100011010001011001011000001 111111100001011001011101000000101110010000110 0010100000100100101110101000110100101000100000 01101111000101010011010000010010100100000000001 010111110111101010000111000111100001000100000000 0000001011001111000100101100001110011010001011011 00011000111011110110110100110011101110011000100010 001110000100001001000101000110011000000001011100110 1100001101100001001001101000110101001001100100001000 10011100111101110101111111011000010110001111001110000 011000100000111010011111000101001110010010010011010111 0011000001000001111100110001101111100101011010100111011 
1 10 001 0101 00010 010010 0101000 01001110 101111000 0101100000 01101011100 011111011011 1000000100011 11100001000101 011110101010001 0110100111000000 01010100001110100 001010010010001000 0100101110111000000 00110010100110010010 111001000110000010001 1101111010010101110101 00010101011001011000011 010010111100100011000100 0000011110010100110110101 01100100011010111000000100 100111001110001111100011101 0001001010001001000100000001 11011111110110100001000101100 001100111101110010011101101110 0110011100000100111000001010000 10110001100000011100110011001101 001000111000111010111110000100001 0100000111000001011111011011011010 00111000101011100110110110110001110 101011110000110001011101000001111010 1101100100001110100011101100111100000 10011011010100011100111011010010001111 101001000100111001101101110010010010000 1001010111110100110010010001000101101101 00110011001010101111100011110101000000000 000111111011010000011000001000101100011010 0001101001000001001111110100011011000100001 00000010011100000101001101101111001001001000 110010001101101111100110111000110001100000100 0001010010010011011010010001101001110010110001 11110110111110010101110111101111001111010001100 011011110101010010010101100011011011110000001000 0011101110110010110100101011111011001101101001100 01111010100100011111001101110111000010100001101000 001000000001101110011011101001111100010111100101100 1111010110010001110010011110101101011110100000011000 10111000011000011001001000101110010001110111010111011 100000010100101111110111101111101001111100000100000010 1000100111000111111011001110101110010100000100011000101 
0 00 111 0111 11000 110000 0100010 10000001 100011010 0011010101 00100110010 110011100100 1011001001000 01101111011011 100111010000011 1111101001110101 11111010100000111 000111011000000110 0101111110100100101 10100110111100101101 110000010101101000110 0110011101000010101000 00111110111110101100000 100011001111111100100011 0000001001000011100111000 00100000110111000001100100 111101100110011010100011000 0111010011010111000000010111 10100001111111000001110111010 010011011101101010001011101111 1011101000000010111010001100010 01100000001001111110000010111100 100100011110101010111011111110001 0101001001100101111111010000101111 01010000101110100110110110111000100 010011111100111001110100011111100000 0000010001001010111100000111011011011 00001111001011111010011110010111010110 011010111111101110011001001111101000110 0110100101111111100011011110011011010010 01100101011111110110000110010100110100000 011100101111111101001010110111010101101110 1110110111001101110110101011111001111000100 11101011001001101010000001110011101001010000 010000101111010001001101001101111100011100001 0111011000000001110001011001010001010000010000 01101010111111001111001000111001001111111011101 110100100110110001101000110100000011001001000010 1101111101101001110010011110100110011110110000100 10001011000001100010000110000001101010100110111101 111001001110110010000111101010110000000100111111000 0011010011101001000000010000101010100110111011001000 01100111011011010000110100010110110110001100111111100 011011010000110100110010001111100001110110011000000011 0101101001011110001011111011010011111110010110010001000 
0 01 010 0010 01011 111110 0110000 11101011 111010110 1000000000 00011000000 111111110111 1101011110000 01110010100110 100101111001010 0001011101101111 10011110100001011 111101110011001010 1001100111011101010 00010011110011111101 111101110110101111001 1110010001010100000111 00010010010101111101011 100011111000110001100100 1010000110110100000001110 10010000010011011111100111 101011111001010010010101011 1011011000101000000101111110 01010001101000011101100000000 010111100101111010011000111000 0001111100011100001111111000100 01110110110011110101111110110110 001101010111000100010100010000000 0101110100010100000110111101001101 00101010110011011000011011000001111 000011010000101101101110011011001100 1110011001001011101000110100110101001 11101110110101111001100111010100100001 000001111101110101001110000101110111000 1110000010001110111011100010110101110111 10111010001011110010001001101111001101101 000010110011110100011110100100110011100100 1001011100011011111000111110011110011001010 11100011010101100100100001010101010010010100 111001001100100110010110001010111011111111111 1110001110001011110010001111010001011100101000 11110101111110100110010111011000001111100000111 101001101110001110001001101101101010100110000000 1101001101001101111000000110010110011011111111111 10101110100010101011011110111110001000011110111100 100010000011110010110110111000110011101110010111001 1100001100000111011011101011000111111111010011100000 01011110101100001001111100000000011110111110010101100 001001001010101101101111101011011111010011100111110111 1111011011101110111110111010000110111010111011111100100 
0 11 010 0100 00101 100001 0011001 00100000 000011011 1010101100 11001000010 111000000110 0111000110010 11001100110010 000100010010000 1111110101111011 01101101001010110 101000001000111100 1100010101010000000 00001001001011110101 110101101010001011100 0001110100000111000000 10111000000011100010101 101000010001101100011001 1010010110100011101100011 10011110110101101100000000 000011111111101111111010000 0100100100010101000111010010 00001010011011010111000110000 110101001011100101010111001011 0101100101010001101010110001000 01110001110101111110110000011100 011000000111101101110000101011101 0110000001001111010110001011001111 10111010101000000101110100011110100 000101000001100111011010100001101100 1000001011000111100011001010011011001 00100111000101100100010111000110010000 100100101001100010000010110111001001010 1110111001101101011010111110010101010000 10000111101110100110111110010000111110001 100110111100111000111110010011011011011110 0110000010111000010100010001011011110100100 00111011001011010001011010101110111100001101 110011001111000011101011011110000100001000000 1100110000111001111111101011110001100101111101 00111101011101100001111100101001110101010000110 011100111101111110101000111101111010100010101110 0010110101111111111110011111000100111001000010001 00010011111101000010000010111000101110000001111101 101011010101000001011100011100110110101110110010110 0100110110000110110110111111000101101011001001001000 11101110011101110100011010011100111011001110011010010 010100010111011101100110010100100011101010000011010000 1011101110000011001010011011000100111001110110110001100 
1 11 101 1000 01101 000010 0101101 00010000 001011001 1100110111 00110011000 101101100001 0111011000001 10011101101100 100101000001110 1100100110001101 01110110011111000 111010000010010111 0110101111000111101 10000111101011000110 010100100110001000110 0100001001000110100010 10011110100100010000001 100011111010001100111110 0010001100000111110100001 11010110000000010001011000 001001010011000010001010001 1110001011100000110000110111 11001010101100010000001010100 110110101111110110000100000001 1010100000100101000100110111001 00000111000000010110111100100000 011111000110101000101110000000011 0110100001111111100111111001000001 01100001111000011000010100011011010 110000101010000000111111001100001000 1000100100011001110100000001001010000 11010000111111110000101100101010000100 100100101001100011000000110111001001010 1110111001101101011110111110010111010000 10000111101110100010111111110101010000000 100111010001110000101110111101011111000100 1110000100111011000001000100010000001101010 11001000001110100100011010001011001011000001 111111000001011001011101000000101110010000110 0010100000100100101110101000110100101000100000 01101111000101010011010000010010100100000000001 010111110111101010010111000111100001010100000000 0000001011001111000000101100001111011010001011011 00011000111011110110110100110011101110011000100010 001110000100001001000101000110011000000001011100110 1100001101100011001001101001110101001001110100001000 10011100111101110101111111011000010110001110001110000 011000000000111010011111000101001110010010010011010111 0011000001000001111100110001100111100101011010100111011 
1 00 001 0000 11101 010001 0110110 01000001 111001010 0000101011 11110111101 010010110000 0100011100000 01001110000100 011100100101111 0111101001110101 11111010101000111 000111011000000100 0101111110100100101 10100110111100101101 110000010101111001110 0110011101000010001000 00111010111110101100000 100001001011011100100011 0000001001000011100111000 00100000110111000101100100 111101100110011010100011000 0111010011010111000000010111 10100001111111000001100111011 010011011101101010001011101101 1011101000000011111010001100010 01100000001001111110000010111100 100100011110101010111011111110001 0101001001100101111111010000101111 00110000101110100110110110111000100 010011111100111001110100011111100000 0000010001001010111100000111011011011 00001111001011111010011110010111010110 011010111111101110011001001101101000110 0110100101111111100011011110011011010010 01100101011111110110000110010100110100000 011100101111111101001010110111010101101110 1110110101001101110110001011111001111000100 11101011001001101010000001110011101001010000 010000101111010001001101001101111100011100001 0111011000000001110001011001010001010000010000 01101010110111001111000000111001011111111011101 110100100110110001101000110100000011001001000010 1101111101101001110010011110100110010010010000100 11001011000001100010010110000001101010100110111101 111001001110100010000111101010110000000100111111000 0011010011101001000000010000101010100110111011001000 01100111011011010000110100010110110110001100111111100 011011010000110100110010001111100001110110011010000011 0101101001011110001011111011010011111110010110010001000 
0 11 010 0000 01100 100001 1101100 10110000 111100101 1110110100 11110110111 111000000110 0100100111001 00001110111001 011010001011001 0010100110001011 00000000111110101 110101101010011110 1110111100111101011 10001101010111011111 011010101110110001110 0100010111011100010011 10110010011011011100111 111001101101101001101001 0110010111100111110011011 11111010011001000001110111 001001111011000001100011100 0100111011000001010111110011 00111000101001111111000010101 001111000001110011010100110110 1111111011010110000100110010000 10101100011110110100011011101101 111111001101001001010001101110110 0001011010110010100000111100010000 00011110100100100000100101111111001 111101000100111011011010001010001000 0110101000100101110110100100011101100 01000011001110110010111100010111111000 111010100111000101111000101011001100010 0110100011010011011110011111110001000100 10111000100101001011111110111011001111111 101101011101111001111011010100111000000011 0001111011111110010111000011110110101001000 01110101001011001110000100010110110001100000 011010000001110001100110111000110010111010010 0110100011011001010101100010001011101010100001 10001110000111010111000111100011010011011101000 100110101111010011100100011111101110101001001110 1111111010110011110001111110000001110010100000000 11111000011111010011011110000110110001011111110000 110000011101011111010010101110000111101111011010111 0111110000100001010000110110101101001001011100110100 11000110110010001111110100000101011001011010011000101 000111000101011111101111000110110001110000011011111100 0101001111011111101010111111110011011101000101001111101 
