0 00 100 0100 10111 010101 1010100 11110011 000010110 1011110110 01110111011 111010111101 1010001001110 11011111000001 011000010110100 0010011011001100 11110100100010101 101100000101001000 0101011001010001111 01001101101110001100 101110011001011100111 0001000101001011000100 01010010111011100001000 101111011011101101101001 0101001001100100011110101 10000010100011100001110011 110011000010000010000111011 0001101100111100011000101000 00101010001011101010011001101 011001110100010111101111101000 0101011110001110011000111111101 00101111101101111101000110000111 001101000101000101001101011101111 0111010110011010010001010100000000 01100000001101000110100101011001000 001110011010001010110000001010111000 1001111110011001111101000010010000000 01101010110001101101100000011011100100 101010101010011000000001101011001010010 1110110001010101010011000010011101000001 01101001011110101010101111110011010111011 111101000101000010100110101100100101100000 1011000111111101100111101000110111000110101 01100001000010111001001100110100100100001000 110110111110111110001110001001101011010100110 0001011001100111101111111100100100101000010001 11010111110001101011110111111000000010011101100 000101111010001011100111011010010101101100011010 1111101011011101111100010101010000001011101011110 00010010100100110010100110000001011110011101111100 001011110100101001100111001001100100111001100111010 1001100100110100100000001110000101011110001010010010 11001110100101111001111010011111111000100101001100000 011110000111110011111001010110101010011111011101100001 1100111111010011111001000000011100111010100110010110000 10111011010011000011111111000111011000111001001111000110 110111111110001000010100000111011110010011111101011001001 0110011111001000011101101000100001110101010011000110100010 00000111101001110011010010110111100101110101010111100010111 000111000011010100001101110101000011101101011100101011000111 0110110010110011101110101110101100000000000111110000101011011 00101000101100100111010011111111111011001000101101110110010010 011011000100000111010111011001000101000001001111111010100000000 0110011100110110111010111011010000101101010111101111001000101110 11110001000101010101101001011100100110100111100111011100111101110 110010111110011100111011111001100111001010100100010100110001101000 1010110101101011000000001010110001010100011111110000110101111011011 10110101010101000010000101101001100101101111111101111111111001111010 
0 00 110 0001 00100 110010 0000011 10110000 010000111 1001110000 10100111010 001100100001 0100011011010 01100100011100 101011000110001 0111000100000100 01100010001001011 111100111100111010 1011010100101110110 00100000010101011011 010101101000000011110 0010000010000000101001 10100011010010000100101 011011101101000001000100 0011110101110110111110111 11000011010000000110000011 010101010100100100011000011 0101100101001111010111100110 00000101100011011001000101111 010110000100010110100001000011 1011101000100000010011010000100 10111010010111010000000111011000 000010001101011000100111001010101 1000111111100000100110001000011100 10010111110010000000000001111001001 000000011010010010001011011010110000 1010000111111010011100001000101100100 01010100100000010100110000101111000111 101111110101000111000100011110000100001 1101001001100101111000001100011010111111 11100001101100001001010101000011011000010 010011101100100111000000000111011110111101 0100101110010000110000111011110010000110110 11010000011100010101001011111100001011101001 101000111101001011000000001011001011111101010 0010110010111000111000111101001011100001100100 01010011000110010111011101100111011000100000000 100011111010110011001100000000101000101110010011 1111011010011100011111000010010010001000010101101 00001010101010001001001100010100100101010100100101 100101110110110110001011110000011011100100000010111 0111101110011110010101010010111001001011001011001110 00110111010011110010110011111111101110101110100111010 111111001010010011010100101011010010100111000110100000 1111000111110000000100000110011000010110011000100110001 11101000010001001110100111101100011001110100011010011000 001001011100100000001110000001000111011110000101011100101 1111100101111000000110111011100100010010001111100110001011 11010110011010111110000110111011100100011100101100011011010 110111110011001000001100111101101111111001100010011001001010 0111101010111001110000001111101101000011011110011110111011000 00110110000110100100110101101110001010101001111001101010100011 010011001010010011001110001101100100101111000111111001001110000 0010100110000001110100101000001010011100110001010011101001000000 11101001000110101100001100001001101001001000000001001101001101011 101100110110110101111100000010001001110011100111100111011110111000 0100001011011010011111100011011111000100110011001100000101100100100 11100111000100011011001000111000011000111100011111110001010001111100 
1 10 000 0110 11100 111010 0100011 01011100 010001001 1110011101 01000011000 000010001010 1111100001001 00101000100100 101010101010110 0110101110000111 10010011100111000 001000001110100111 1001010010000101101 00111011100011100001 001010110001111110111 1100010010000000101001 00101000000001010000100 101011110110010101001100 0111001101010010001010010 10101100001100101000110000 100001111101100100000101000 1010100011101011110101010010 00010100110011010101011001110 100100101011001010101000110000 0110110011010001100001110111101 00101110101001110000110101111001 110001111100100101000000110011111 0110100010001001110001010100110111 01110101100100100110100111001011000 111001011011010110011001001010011011 1010110100001110000011110000001010000 01010110011000100111010100111000000101 100010111100111010101111010001111100010 1000000111111111101001110111010101110011 10100000001000101100111100101110100110001 011001101111111011110111001000010101000001 0100101010111111110100000100100110000101000 11011100000110000101010011001110101000010101 000100111111101001000100010011110001100100011 0000111001001110010101001001001010010001111101 01010010000010101101011100000011011000110100110 110111101000101011100110011110011010110010110100 0111000000100101000010011101100000011010001101001 00101001011011100010000101101010100011000110111000 101101111111111111010000001011010111010010001010000 1110001001011000110100111100100001110000010000010010 01111101001100101001111101100100111011000000100000000 101001000111101011110110101100110111111111111000011101 0000100011110000110011110010010000100110001111100101111 11001101110110111101010101100001100010100111111100111110 000110101001100111001100101011001111101011101101011011100 0111011011101101101100111010101000000000001010011000010001 00001111010110010010010010101101000010110011001101010101100 001101101100110001011001010111001101011111100101101100000000 0011001101010111110101100110100011010011000110110011001101001 11011011001111001110110010011110111100101100011101001101010000 010001111100000011001001110100001101111100111100001001010100010 0100011111010101000111111101000101111110111111010110001011010110 01001101100111000000000111010010111000011110110101110000000100000 101101110100000111001000101111011001110010100101111110011001110101 1100101111100010001110011011000001111010011110000110000111001000000 00000101110010000111010101011111111110110101000100110001100011000100 
0 00 000 0100 11000 100111 1000110 00111010 100110011 0111010010 00001110011 101011000111 1011110011000 11010101100110 011011110001100 1001100100100100 10010000100100101 001000000101111000 1100111100001111010 00001110000010011100 000001111111111001010 1111110011000101000001 01111101011000000101001 110011110011100100000110 0001011001000111100100000 01100100001010101110011101 011000100110001001000010111 1100010010101011100000100101 01001110100011111111011111001 000011000111100001100110110010 1101011101000000001101010001010 01010101100001110001011001111110 010100011101101101110001111100011 1110010001100010111010011111000000 00010001001101110010110010111010110 000110001100000000110001101001000000 0111100011010110000111111110000100001 11010010011011100111111101001111000010 100110000100101001111001010110011101011 1001111010011011010110110101001000000000 10110110001101001010101100101110111111011 100110111111100011011000010110111011110101 1111000100000011110100111101001000111111000 00100000110011101010111111010101010010001111 110100100101001001001010011000011100111010001 1011000110010101001000010011110111010010001001 01110100100111000011110110001011000111000110000 011010100010001101101101100101011000101110000100 1111111110010001101010100001010001001011111000000 11010111100100101101100011010101110011000011010011 111110101010001101001101110001100000110000101011101 1001011111110011111010111101000111011001100101110111 01011101100010010111110111011010001110101101111010110 111001101110111011110101001111110010100111101000110000 1100001110010010100010100011010111111111010010011110000 11100001111100001001100101010010101111001001101110100010 101100001001000100101001110111010111110011100110101111011 0101111101111110100001001001001001100010110011101011100010 11111010010111011110100001000100000111110011011011100010101 110011110111000010111100001100100110001000111000101110100100 1110110110010100101110110011101110001101111000110100110110110 11011000100110110000110111000111000110011101101010111011111101 111110110000100001111101111110000001111111101100001111010010010 1001001110011000101111101001011100011011000100001010101010101000 01001001111111111110001101010110110001011110110001101101011000000 001110111101010101111100101101000001110101111010100000100110010111 1110001100001000101001110101111000110111001111011010011101100010000 11011011011101011110000011101011011111101010010101110110001101111111 
0 11 100 1010 10001 011010 0110000 00001101 111101101 0100011101 01011000100 111011101010 1101100011100 11000101011011 001110000110100 0110000100111110 11000100100010100 010011001000111110 0000101010011011100 01101111010101000110 110110011100000010001 1010100100110110010000 00100110110000101010110 011100100001110110110100 1110000110111011011100000 11011110100010010111011101 000001001010010111000000010 1011001110010110101011010000 11000111010100001000000100001 011010101000110001011001000111 1101111111110000001010011011100 01111001111001110010110000000110 101001011100101011101111000101011 0011000000010010010000101011111111 11000111011001001011110111010100001 100001011111110000010100011100011000 1011101011110001100011011011111100110 01000100000100101011001010111000000111 101000110100110110000100010001000000000 1011100110101100010111011110111010011010 10010011111011100101001100010011001010100 100010100011000110110000111111111001110000 1110001100000001011100010000001001011100100 11100101111110111110010101100110001111110100 000001000010011010001010100001011011010100111 0110111111111101100101111000011110101010111100 11111000100010011010010100111010111001010100110 110011001011111110010101111101010001110000111100 1011100100111010011011000111100001001001010000110 11110010000000010110110001111000010001111101010000 001011001101010011011001010010000101101000000010111 1011100101111001111011110000000000100001101111001000 00000000001011111101100000001110101010011100010011101 010111000001001111110010001011101010000001111110111101 1110111101010110001000010100111001000101000000100010000 00001101001111000000110011111100111111011000100101001101 110110100110011010110110101111001100001111100100111110111 1001000111010010100000001010010011011110010110110011010100 11101110100011000010111101010010101101011111010000011011001 011001111001010011110001101110011100111010010011110101001010 1100000110000001110110011100110001110010110000011101110100001 01111001111011001101100100000100110010000001001110001101000000 011000111011011001000000001011111100111010111011001100011110000 0111110011001111001111001110000111110010101000000000110010100000 11010001100111101010100001000110101001010011110001101110101100111 110110101011110001110111101000110110100000101100010101111111000111 1101011011010100101010110000001110101110110011111101110111001000111 01000011110110011100000001100001111011000010111110001110011100000000 
1 11 011 0111 11101 100101 1011101 00011000 011100100 1100100010 00111100011 000111001000 0000111011000 10010010000000 000011100101001 0111001001010111 10110101110110011 100111000001101000 0011011000010000011 01110111110010111111 001011001001101110100 0010110011110100010010 00100100100101101101111 010111001000001110011001 0100101000010110010100011 11001111001111101111011011 111110000010001001001010000 1110010101000101011001001101 10000101000111000001001101010 000101011111010011000000110100 0111010001000111100000010101001 00000010110111101011011111011011 000010101010011011010110101101110 1011000101011101100000001000010010 01111110110000010000010001010010000 110101001101000010000001100101100000 0111110101000011111111111111100001101 01100000010001100101100111100001101010 010110101110111011111000001001110001111 1011101110110010001100000101001001101100 11011011100001110110111001110110000010001 011110101101110000101011011001110101010000 0001110001010101011110001010010000100111000 01011101101011111110001100101101101110111110 100001010100001111111000001110110110101011101 0100101110010000000111100000000001100010000000 01100111001001001000010001011100000000110100101 001001111000111100111010101110000011000111000010 0011000111110011010110000010001001010000101110001 10100111011110111010100101010011100001010110101011 011100000001010001010011101110001110010100000010010 0110110110011100111101001100100101111011110110000101 10001000011101111101011110011001111011000110101011100 100100100110110100101111111011100011010001111011011000 1111101010010010101101010010111101001100110010111100001 01000111000011101011010110010001110111110000101001100000 100100000100010110000001101001010000011110110100010110100 1001101000110001110011010111111111011110101100011001010001 11010000001001111111001101101010010110110000110100100100011 001111011111001101010101111101101001001110101110010101010110 1001001110001111000111000011001011100011110100010100001001111 11000001001110011101001000100100001100110001001001101110010100 010000010111111111010000010100000001101001100110101011010100101 0101010100111101000111011001011010110011010011111000011101000000 11000001001110101011111111110100110111100101100100111111011110010 101111001111111001010010010011000000111110111001101111001101100011 0011110000001110010011111000100100010111100000010100000111011001110 10101110000000001101010010111110101101010011011111111011110110000011 
1 10 100 0001 10001 110110 1101000 01010100 111101100 0001001000 10100000101 001111111110 0111111000001 11001100100100 111001101000101 0110001101011100 00011110010010101 101010101111001111 1011101101101000101 10001010010101101001 000111001000110010001 1011100110111101000010 10100101110110111101011 011110001000000100011100 0000100000000111011111101 00110010000001111001011001 000011100111000010110000000 0110011001101000001011110001 01010011011111100000110100000 010100010001001111001101010110 0011110110001101000001000000101 10101100011100010110010011000011 100101101111101001010110000110011 0110010001010100000011101001010010 01001110011100100111010010110001001 010010111000000010011011000100100101 0001110001011000001000011101011111011 00101100110011000011011010001010001000 111111101110111100100100100001011100011 1010011110000011011111100000010010101101 00000110000111010000000101100101111000101 010101000010101000000101010110001001100010 0001001010101000101000011101111010011011100 00001011000111001000100011011100001101000000 110111111001000010111011101010101010011110010 1011110000011011000101011000101110011001000110 00110011010000000010101011010100101101101010001 001100110110000101010110010110011101001100011000 1110011100111101010001010001010101000010000010001 11000111110010010000100010100111110001000011000000 111100010011011111110110100000001001101101110011111 1101001111011101001101110010010011010111010100000001 11110001100101010101110001010000101100001001010111000 010001101100111000110110100001001001001101110001100011 1100100010010111010011100010000000000010010001010000111 00000010001000100100100000100110110111110010000011100000 101000001010000100111001100110001100110100101111000100100 0010011010100001110000010011011110110000010010101110001101 10101101101110100010011101111111101000001001010101011000100 011111011110110100111111100011000000111100101101000100111110 0000111000110100000000101100000111100001111101100001000000001 10010011010110001000100001100011100110001011000010100001000001 000110010000010110001100000011111101101010001111101100100100110 1001101010110000000001110110000011000010111000001011000111011100 01100101011110010100100000101110110010000010100001011001000100111 000010101100001101001101000011111111000111101010010100001100101101 0101111111001110001000011101101111101111001000010001101100000000111 01010010010000100000100001110101100110101100000001111100000000001110 
0 00 110 0001 00100 110110 0000011 00110000 010000111 1001110000 10100111010 001100100001 0100011011010 01100100011100 101011000110001 0111000100000100 00100010001001011 111100111100111010 1011010100101110110 00100000010101011011 010101101000000011110 0010000010000000101001 10100011010010000100101 011011101101000001000100 0011110101110110111110111 11000011010000000110000011 010101010100100100011000001 0101100101001011010111100110 00000101100011011001000101111 010110000100010110100001000011 1011101000100000010011010000100 10111010010111010000000111011000 000010001101011000100111001010101 1000111111110000100110001000011100 10010111110010000000001001111001001 000000011010000010001011011010110000 1010000111111010011100001000101100100 01010100100000010100110000101111000111 101111110101000111000100011110000100001 1101001001100100001100000101001001101100 11011011100001110110111001110100000010001 011110101101110000101011011001110101010000 0001110001010001011110001010010000100111000 01011101101011111110001100101101101110111110 100001011100001111111000011110110110101011101 0100101110010000000111100000000000100010000000 01100011001001001000010001011000100000110100101 001001111000111110111011111110000011000111010010 0011000111110011010110000010001001010000101110001 10100111011111111011100101010011100001010110101011 011101000001010001010011101110001110010100000010010 0110110110011100111001001100100101111001110110000101 10001000011101111101011110011001111011000110101011100 100101100110110101101111111111100011010001111010011000 1111101010010010101101010010111001001100110010111100001 01000111000011101011010110010101110111110000101001100000 101100100100010111000001101001010000011110110100010110100 1001101000110001110011010111111111011110101100011001010001 01010000001011111111001101101010010110110000110100100100011 001111011111001101010101111101101001001110100110010101011110 1111001010111111001010001100100001101111000110000010100101000 10011001100101111111111011110111111110111011110101100011011101 000101110000111011011111100100110011000101111100010100101111001 1100100001101000100001111000100010011111001010110000011101110001 11011001100100011100010000100111101001101000101001111111000000110 001001011010011111110110110110111101100011000010010101110010111110 0110110101011111011010001010010101101001011010101110111011011000010 11011010110011000001110010011100011000010111000000010101010011111110 
0 00 000 0100 11000 100111 1000110 00111010 100110011 0111010010 00001110011 101011000111 1011110011000 11010101100110 011011110001100 1001100100100100 10010000100100101 001000000101111000 1100111100001111010 00001110000010011100 000001111111111001010 1111100011000101000001 01111101011000000101001 110011110011100100000110 0000011001000111000100000 01100100001010101110011101 011000100111001011000010111 1100010000101011100000100101 01001110100011111101011111001 001011000111100001100110110010 1101011101000000001101010001010 01010101100001110001011001111110 010100011101101101110001111100011 1110010001100010111010011111000000 00010001001101110010110010111010110 000110001100000000110001101001000000 0111100011110110000111111110000100001 11010010011011100111111101001111000010 100110000100101001111001010110011101011 1001111010011011010110110101001000000000 10110110001101001010101100101110111111011 100111111111100011011000010110111011110101 1011000100100011110101111101001000111111000 00100000110011101010111111010101010010001110 110100100101001001001010011000011000111010001 1011000110010101001000010011110111010010001001 01110100110111000011110110001011011000110100110 110111101000101011100110011110011010110010110100 0111000000100101010010011101100000011010001101001 00101001011011100010000101101010100011000110111000 101101111111111111010000001011010111010010001010000 1110001001011000110100111100100001110000010000010010 01111101001100101011111101100100111011000000100000000 101001000111101011110110101100110111111111111000011101 0000100011110000110001110010000000100110001111100101111 11000101110110111101010101100001100010100111111100111110 000110101001100111001100101011001111101011101101011011100 0111011011101101101100111010101000000000001010011000010001 00001111010110010010010010101101000010110011001101010101000 001100101100110001011001010111001101011111100101101100000000 0011001101010111110101100110100011110011000110110011001100001 11011011001111001110110010011110111100101100011101001101010000 010001111100000011001001110100001101111100111100001001010100000 0100011111010101000111111101000101111110111111010110001011010110 01001101100111001000000111010010111000011110110101110000000100000 101101110101000111001000101111011001110010101101111010011001110101 1100101111101010001110011011000001111010011110000110100111001000000 00000101110010000111010101011111111110110101010100110001100001000100 
0 00 101 1100 01010 010100 1101001 00101100 001100011 0001000110 10010100110 000100010101 0001000001010 10000111001010 000110001010011 1010110111011000 10101100000010000 111001100001101011 0000010001011001000 01101000000001101110 000000011100011100100 1101011011000111100001 10110011101110010010001 100000011101110111111011 1110100000010111101001111 00001000100000101110010001 001000110000111000000100000 1010001100110111111010001110 01101110110001000010110111000 110110000101011010110110100000 0011101100101000110111100010001 11111001001011011001101000000111 001011100011100111001100000010010 0000111011110001110000011001110000 00010001111110111100010101111110001 110001111001111110100010111100100111 1111110010000011001011110001110011000 11100010111011001111000101010001101001 101000100111101101000100100100101010000 1100111001011110001011110011010011111110 10100100110001000010001011111010000110110 010001001110100101110000110010011000000101 0101111001011000011100010000000001011100100 11100101111110111110010101100110001111110100 000001000010011110001010100001011011010100111 0110111111111101100101111000011110101010111100 11111000100010011010010100111010111001010100110 110011001011111110010101111101010001110000111100 1011100100111010011011000111100001001001010000110 11110010000000010110110001111000010001111101010000 001011001101010011011001010010000101101000000010111 1011100101111001111011010000000000100001101111001000 00100000001011111101100000001110101010011100010011101 010111000001001111110010001011101010000001111110111101 1110111001010110001000010100111000000101000000100010000 00001101001111000000111011111100111111011000100101001101 110110000110011010110111101111001100001111100100111110111 1001000111010010100000001010010011011110010110110011010100 11101110100011000010111101010010101111011111010000011011001 011001111001010011110001101110011100111010010011110101001010 1100000110000001110110011100110101110110110000011101110100001 01111001110011001101100110000100110010000001001110001101000000 011000111011111001000000001011111100111110111011001100011110000 0111110111101111001111001110000111110010101000000000110010100000 11010001100101101010100001000110101001110011110001101110101100111 110110101011110001110111101000110110100000101100010101111111000111 1101011011010100101010110000001110101110110011111101110111001000111 01000011111110011100000001100001111011000010111110001110011100000000 
